category,question,answer
Moodle,Moodle is not loading or running slowly? (instance 199),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Google Workspace,How do I share a document in Google Drive? (instance 200),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Moodle,I cannot log in to Moodle? (instance 201),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 202),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Accounts,My university account is locked out? (instance 203),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
VPN,My VPN won't connect off campus? (instance 204),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Moodle,Moodle is not loading or running slowly? (instance 205),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 206)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 207),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
VPN,My VPN won't connect off campus? (instance 208),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Moodle,Moodle is not loading or running slowly? (instance 209),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Moodle,I cannot log in to Moodle? (instance 210),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 211),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 212)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Google Workspace,How do I share a document in Google Drive? (instance 213),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
